6199,ADITYA BIRLA MONEY LTD R B P  RULE BASED PORTFOLIOestment Approach 1,Aditya Birla Money : Rule Based Portfolio,1
6164,ADITYA BIRLA MONEY LTD R B P  RULE BASED PORTFOLIO,Aditya Birla Money : Rule Based Portfolio,
6485,ADITYA BIRLA MONEY LTD R B P RULE BASED PORTFOLIO,Aditya Birla Money : Rule Based Portfolio,
6972,ADITYA BIRLA MONEY LTD R B P ULE BASED PORTFOLIO,Aditya Birla Money : Rule Based Portfolio,
7363,ADITYA BIRLA MONEY LTD R B P ,Aditya Birla Money : Rule Based Portfolio,
5040,,Adroit Financial : X,1
5041,Approach_Name,Adroit Financial : X,
7376,0,Adroit Financial : X,
4400,Aequitas India Opportunities Product,Aequitas Investment : India Opportunities Product,1
7090,Investment Approach 1,Affirma Capital : Investment Approach 1,1
7357,0,Affirma Capital : X,1
4032,Agreya Concentrated Value Discovery Strategy,Agreya Capital : Concentrated Value Discovery Strategy,1
5478,Concentrated Value Discovery Strategy,Agreya Capital : Concentrated Value Discovery Strategy,
4033,Agreya Diversified Growth Strategy,Agreya Capital : Diversified Growth Strategy,1
5479,Diversified Growth Strategy,Agreya Capital : Diversified Growth Strategy,
5042,Agreya Diversified Growth Strategy Approach Name 4,Agreya Capital : Diversified Growth Strategy,
5124,Agreya Dynamic Alpha Mutual Fund Strategy,Agreya Capital : Dynamic Alpha Mutual Fund Strategy,1
5480,Dynamic Alpha Mutual Fund Strategy,Agreya Capital : Dynamic Alpha Mutual Fund Strategy,
6690,Agreya Momentum,Agreya Capital : Momentum,1
6691,Agreya Momentum Enhancer,Agreya Capital : Momentum Enhancer,1
6692,Agreya Multi-Asset,Agreya Capital : Multi-Asset,1
6693,Agreya Multi-Asset Enhancer,Agreya Capital : Multi-Asset Enhancer,1
7383,Agreya Portfolio Return Optimiser,Agreya Capital : Portfolio Return Optimiser,1
5833,Portfolio Return Optimiser,Agreya Capital : Portfolio Return Optimiser,
5640,Agreya Portfolio Return Optimiser Strategy,Agreya Capital : Portfolio Return Optimiser,
7384,Agreya Total Return,Agreya Capital : Total Return,1
7385,Total Return Enhancer,Agreya Capital : Total Return Enhancer,1
4029,Approach1,Alankit Assignments : Approach1,1
4030,Approach2,Alankit Assignments : Approach2,1
6687,Investment Approach 1,Alankit Assignments : Investment Approach 1,1
7362,0,Alankit Assignments : X,1
7028,Alchemy Alpha 100,Alchemy Capital : Alpha 100,1
7271,Alchemy Alpha Small Cap,Alchemy Capital : Alpha Small Cap,1
4001,Alchemy Ascent ,Alchemy Capital : Ascent,1
7356,Alchemy Ascent,Alchemy Capital : Ascent,
4002,Alchemy High Growth,Alchemy Capital : High Growth,1
4003,Alchemy High Growth Select Stock,Alchemy Capital : High Growth Select Stock,1
4004,Alchemy Leaders,Alchemy Capital : Leaders,1
7695,Alchemy Liquid,Alchemy Capital : Liquid,1
4005,Alchemy Liquid Strategy,Alchemy Capital : Liquid Strategy,1
7222,Alchemy Select Satellite,Alchemy Capital : Select Satellite,1
"1,17,282",Alchemy Select Stock,Alchemy Capital : Select Stock,
"1,26,804",Alchemy Select Stock,Alchemy Capital : Select Stock,1
"1,28,938",Alchemy Select Stock,Alchemy Capital : Select Stock,
7029,Alchemy Smart Alpha 250,Alchemy Capital : Smart Alpha 250,1
"1,17,284",Alchemy Smart Alpha Small and Microcap,Alchemy Capital : Smart Alpha Small and Microcap,pending
"1,26,806",Alchemy Smart Alpha Small and Microcap,Alchemy Capital : Smart Alpha Small and Microcap,1
"1,28,940",Alchemy Smart Alpha Small and Microcap,Alchemy Capital : Smart Alpha Small and Microcap,pending
7272,Alchemy Smart Alpha Small Cap,Alchemy Capital : Smart Alpha Small Cap,1
7171,Alchemy W.I.N Strategy,Alchemy Capital : W.I.N Strategy,1
6497,Alder Capital -B2C Growth (Strategy- Equity),Alder Capital : Capital B2C Growth,1
5337,Alder Capital -B2C Growth,Alder Capital : Capital B2C Growth,
5242,Alder Capital B2C Growth,Alder Capital : Capital B2C Growth,
"1,17,258",Alder Capital -Dynamic Growth (Strategy- Equity),Alder Capital : Dynamic Growth,1
"1,26,821",Alder Capital -Dynamic Growth (Strategy- Equity),Alder Capital : Dynamic Growth,
"1,28,843",Alder Capital -Dynamic Growth (Strategy- Equity),Alder Capital : Dynamic Growth,
4031,Indian Equity-MF,Alder Capital : Indian Equity-MF,1
6498,AAA Budding Beasts - Equity,AlfAccurate Advisors : Budding Beasts Equity,1
7093,AAA Budding Beasts Equity,AlfAccurate Advisors : Budding Beasts Equity,
7036,AAA Couture Plan - Equity,AlfAccurate Advisors : Couture Plan Equity,1
7094,AAA Couture Plan Equity,AlfAccurate Advisors : Couture Plan Equity,
6108,AAA Emerging Giants Plan- Equity,AlfAccurate Advisors : Emerging Giants Plan Equity,1
4023,AAA Focus Plan-Equity,AlfAccurate Advisors : Focus Plan Equity,1
7095,AAA Focus Plan Equity,AlfAccurate Advisors : Focus Plan Equity,
4024,AAA India Opportunity Plan- Equity,AlfAccurate Advisors : India Opportunity Plan Equity,1
7096,AAA India Opportunity Plan Equity,AlfAccurate Advisors : India Opportunity Plan Equity,
4025,AAA LIQUID PLAN,AlfAccurate Advisors : Liquid Plan,1
4026,AAA Mid and Small Cap Plan- Equity,AlfAccurate Advisors : Mid And Small Cap Plan Equity,1
4027,AAA Sharia Plan Equity,AlfAccurate Advisors : Sharia Plan Equity,1
4894,BALANCED - Long Term Capital Appreciation through Equity MF,Allegro Capital : Balanced - Long Term Capital Appreciation Through Equity MF,1
4010,BESPOKE,Allegro Capital : Bespoke,1
4895,BLUECHIP- Long Term Capital Appreciation through Equity MF,Allegro Capital : Bluechip - Long Term Capital Appreciation Through Equity MF,1
4896,COREEQUITY - Long Term Capital Appreciation through equities,Allegro Capital : Coreequity - Long Term Capital Appreciation Through Equities,1
4897,DEBTFOF Long Term Capital Appreciation through DEBT MF,Allegro Capital : Debt FoF - Long Term Capital Appreciation Through Debt MF,1
4898,DIVERSIFIED - Long Term Capital Appreciation through Equity MF,Allegro Capital : Diversified - Long Term Capital Appreciation Through Equity MF,1
4899,HealthCare - Long Term Capital Appreciation through equities ,Allegro Capital : Healthcare - Long Term Capital Appreciation Through Equities,1
"1,17,349",HealthCare - Long Term Capital Appreciation through equities,Allegro Capital : Healthcare - Long Term Capital Appreciation Through Equities,pending
"1,26,899",HealthCare - Long Term Capital Appreciation through equities,Allegro Capital : Healthcare - Long Term Capital Appreciation Through Equities,pending
"1,28,981",HealthCare - Long Term Capital Appreciation through equities,Allegro Capital : Healthcare - Long Term Capital Appreciation Through Equities,pending
4900,HighGrowth - Long Term Capital Appreciation through equities investments,Allegro Capital : Highgrowth - Long Term Capital Appreciation,1
4011,LIQUID FUNDS,Allegro Capital : Liquid Funds,1
5336,AllegroWP - Long Term Capital Appreciation through Equity,Allegro Capital : Long Term Capital Appreciation Through Equity,1
7359,MIDCAP - Long Term Capital Appreciation through Equity MF,Allegro Capital : Midcap - Long Term Capital Appreciation Through Equity MF,1
"1,17,260",Almondz AIM Multi Cap Investment Approach,Almondz Financial Services : AIM Multi Cap Investment Approach,1
"1,26,865",Almondz AIM Multi Cap Investment Approach,Almondz Financial Services : AIM Multi Cap Investment Approach,
"1,28,874",Almondz AIM Multi Cap Investment Approach,Almondz Financial Services : AIM Multi Cap Investment Approach,
7366,0,Almondz Financial Services : X,1
"1,17,269",Alpha Alternatives Fund Advisors LLP AA Premium Advantage PMS,Alpha Alternatives : AA Premium Advantage PMS,1
"1,26,822",Alpha Alternatives Fund Advisors LLP AA Premium Advantage PMS,Alpha Alternatives : AA Premium Advantage PMS,
"1,28,854",Alpha Alternatives Fund Advisors LLP AA Premium Advantage PMS,Alpha Alternatives : AA Premium Advantage PMS,
"1,17,270",Alpha Alternatives Fund Advisors LLP Fixed Income Edge,Alpha Alternatives : Fixed Income Edge,1
"1,26,823",Alpha Alternatives Fund Advisors LLP Fixed Income Edge,Alpha Alternatives : Fixed Income Edge,
"1,28,855",Alpha Alternatives Fund Advisors LLP Fixed Income Edge,Alpha Alternatives : Fixed Income Edge,
7360,ALPHA ALTERNATIVES FUND ADVISORS LLP PMS SYSTEMATIC EQUITY,Alpha Alternatives : PMS Systematic Equity,1
4903,Alpha Alternatives Special Situations Discretionary PMS,Alpha Alternatives : Special Situations Discretionary PMS,1
4589,ABC Equity Portfolio,Alpha Capital : ABC Equity Portfolio,1
5983, OAKS ASSET ALLOCATOR,Alpha Capital : Asset Allocator,1
6626,OAKS ASSET ALLOCATOR,Alpha Capital : Asset Allocator,
4590,JBL Bridge Round (Just Buy Live),Alpha Capital : JBL Bridge Round (Just Buy Live),1
5541,OAKS Co-investment Portfolio,Alpha Capital : Oaks Co-Investment Portfolio,1
4591,Structure Product Series 3 (Hero Electric),Alpha Capital : Structure Product Series 3 (Hero Electric),1
4592,Structure Product Series 5 (InCred-2),Alpha Capital : Structure Product Series 5 (Incred-2),1
4593,Structured Product Series 1 (Just Buy Live),Alpha Capital : Structured Product Series 1 (Just Buy Live),1
4594,Structured Product Series 2 (Incred),Alpha Capital : Structured Product Series 2 (Incred),1
4595,Structured Product Series 4 (Foodlink),Alpha Capital : Structured Product Series 4 (Foodlink),1
4596,Structured Product Series 6(SHR Lifestyle),Alpha Capital : Structured Product Series 6 (SHR Lifestyle),1
4597,Structured Product Series 7 (CSB),Alpha Capital : Structured Product Series 7 (CSB),1
4598,The Alpha Capital Pledge (TAP),Alpha Capital : The Alpha Capital Pledge (Tap),1
7319,Alphagrep Systematic India Equity,Alphamine Investment : Alphagrep Systematic India Equity,1
6167,AlphaMine Systematic India Equity,Alphamine Investment : Alphamine Systematic India Equity,1
5646,Investment Approach 1,Alphamine Investment : Investment Approach 1,1
"1,17,328",ALPHAGREP LIQUID PORTFOLIO,Alphamine Investment : Liquid Portfolio,1
"1,26,837",ALPHAGREP LIQUID PORTFOLIO,Alphamine Investment : Liquid Portfolio,
"1,28,871",ALPHAGREP LIQUID PORTFOLIO,Alphamine Investment : Liquid Portfolio,
7705,AlphaGrep Multi-Factor Quant Portfolio,Alphamine Investment : Multi-Factor Quant Portfolio,1
7386,Alphagrep Systematic India Equity - 00014745-001-,Alphamine Investment : Systematic India Equity,1
4034,Investment Approach 1,Altitude Capital : Investment Approach 1,1
5832,1,Altitude Capital : X,1
6165,Approach_Name,Altitude Capital : X,
"1,17,331",AMALTAS KEYSTONE FUND,Amaltas Asset Management LLP Keystone Fund,1
"1,26,855",AMALTAS KEYSTONE FUND,Amaltas Asset Management LLP Keystone Fund,
4040,Alpha Growth,Ambit Capital : Alpha Growth,1
5641,Ambit Alpha Growth,Ambit Capital : Alpha Growth,
5834,Ambit Alpha Growth Portfolio,Ambit Capital : Alpha Growth Portfolio,1
6078,Ambit Alpha Growth Portfolio - STP,Ambit Capital : Alpha Growth Portfolio - STP,1
4041,Caliber,Ambit Capital : Caliber,1
5642,Ambit Caliber,Ambit Capital : Caliber,
5685,Ambit Caliber,Ambit Capital : Caliber,
5643,Ambit Caliber H,Ambit Capital : Caliber H,1
5686,Ambit Caliber H,Ambit Capital : Caliber H,
5835,Ambit Caliber H Portfolio,Ambit Capital : Caliber H,
4042,Caliber Hedge,Ambit Capital : Caliber Hedge,1
5836,Ambit Caliber Portfolio,Ambit Capital : Caliber Portfolio,1
5959,Ambit Caliber Portfolio - STP,Ambit Capital : Caliber Portfolio - STP,1
6242,Investment Approach 1,Ambit Capital : Investment Approach 1,1
5960,Ambit Liquid Portfolio,Ambit Capital : Liquid Portfolio,1
6345,Approach_Name,Ambit Capital : X,1
4044,AMBIT COFFEE CAN PORTFOLIO,Ambit Investment : Coffee Can Portfolio,1
6506,Ambit Curated Portfolio,Ambit Investment : Curated Portfolio,1
6695,AMBIT CURATED PORTFOLIO,Ambit Investment : Curated Portfolio,
"1,17,388",AMBIT DEBT EDGE PORTFOLIO,Ambit Investment : Debt Edge Portfolio,1
"1,26,877",AMBIT DEBT EDGE PORTFOLIO,Ambit Investment : Debt Edge Portfolio,
"1,28,975",AMBIT DEBT EDGE PORTFOLIO,Ambit Investment : Debt Edge Portfolio,
6244,EM	ERGING GIANTS-G and C SMALL CAP FUND,Ambit Investment : Emerging Giants Small Cap Fund,1
7276,AMBIT EMERGING GIANTS SMALL CAP PORTFOLIO,Ambit Investment : Emerging Giants Small Cap Portfolio,1
4046,EMERGING GIANTS-G and C SMALL CAP FUND,Ambit Investment : Emerging Giants-G And C Small Cap Fund,1
7407,AMBIT GOOD  and  CLEAN MIDCAP PORTFOLIO,Ambit Investment : Good And Clean Midcap Portfolio,1
"1,17,390",AMBIT GOOD and CLEAN MIDCAP PORTFOLIO,Ambit Investment : Good And Clean Midcap Portfolio,pending
"1,26,879",AMBIT GOOD and CLEAN MIDCAP PORTFOLIO,Ambit Investment : Good And Clean Midcap Portfolio,pending
"1,28,977",AMBIT GOOD and CLEAN MIDCAP PORTFOLIO,Ambit Investment : Good And Clean Midcap Portfolio,pending
4045,AMBIT GOOD AND CLEAN MULTICAP FUND,Ambit Investment : Good And Clean Multicap Fund,1
"1,17,385",AMBIT GOOD and CLEAN MULTI CAP PORTFOLIO,Ambit Investment : Good And Clean Multicap Portfolio,pending
"1,26,874",AMBIT GOOD and CLEAN MULTI CAP PORTFOLIO,Ambit Investment : Good And Clean Multicap Portfolio,pending
"1,28,972",AMBIT GOOD and CLEAN MULTI CAP PORTFOLIO,Ambit Investment : Good And Clean Multicap Portfolio,pending
7277,AMBIT GOOD  and  CLEAN MULTI CAP PORTFOLIO,Ambit Investment : Good And Clean Multicap Portfolio,1
5961,AMBIT LONG - SHORT PORTFOLIO,Ambit Investment : Long - Short Portfolio,1
"1,17,386",AMBIT MICRO MARVELS PORTFOLIO,Ambit Investment : Micro Marvels Portfolio,1
"1,26,875",AMBIT MICRO MARVELS PORTFOLIO,Ambit Investment : Micro Marvels Portfolio,
"1,28,973",AMBIT MICRO MARVELS PORTFOLIO,Ambit Investment : Micro Marvels Portfolio,
5292,Ambit STP Fund,Ambit Investment : STP Fund,1
6507,Ambit STP Portfolio,Ambit Investment : STP Portfolio,1
6696,AMBIT STP PORTFOLIO,Ambit Investment : STP Portfolio,
5482,Ambit TenX Portfolio,Ambit Investment : Tenx Portfolio,1
6697,AMBIT TENX PORTFOLIO,Ambit Investment : Tenx Portfolio,
6236,Ambit Alpha Growth Portfolio,Ambit Wealth : Alpha Growth Portfolio,1
6237,Ambit Alpha Growth Portfolio - STP,Ambit Wealth : Alpha Growth Portfolio - STP,1
6973,Ambit Anchor PMS,Ambit Wealth : Anchor PMS,1
"1,17,399",Ambit Anchor Portfolio,Ambit Wealth : Anchor Portfolio,1
"1,26,889",Ambit Anchor Portfolio,Ambit Wealth : Anchor Portfolio,
"1,28,901",Ambit Anchor Portfolio,Ambit Wealth : Anchor Portfolio,
7037,Ambit Bespoke FI Portfolio,Ambit Wealth : Bespoke FI Portfolio,1
7274,Ambit Build India Portfolio,Ambit Wealth : Build India Portfolio,1
"1,17,395",Ambit Build India Portfolio - STP,Ambit Wealth : Build India Portfolio - STP,1
"1,26,885",Ambit Build India Portfolio - STP,Ambit Wealth : Build India Portfolio - STP,
"1,28,892",Ambit Build India Portfolio - STP,Ambit Wealth : Build India Portfolio - STP,
6238,Ambit Caliber H Portfolio,Ambit Wealth : Caliber H Portfolio,1
6239,Ambit Caliber Portfolio,Ambit Wealth : Caliber Portfolio,1
6240,Ambit Caliber Portfolio - STP,Ambit Wealth : Caliber Portfolio - STP,1
"1,17,401",Ambit IONIC Portfolio,Ambit Wealth : Ionic Portfolio,1
"1,26,891",Ambit IONIC Portfolio,Ambit Wealth : Ionic Portfolio,
"1,28,904",Ambit IONIC Portfolio,Ambit Wealth : Ionic Portfolio,
6241,Ambit Liquid Portfolio,Ambit Wealth : Liquid Portfolio,1
"1,17,403",Ambit Maximus Smart Factor Portfolio,Ambit Wealth : Maximus Smart Factor Portfolio,1
"1,26,893",Ambit Maximus Smart Factor Portfolio,Ambit Wealth : Maximus Smart Factor Portfolio,
"1,28,908",Ambit Maximus Smart Factor Portfolio,Ambit Wealth : Maximus Smart Factor Portfolio,
"1,17,404",Ambit Maximus Smart Factor Portfolio - STP,Ambit Wealth : Maximus Smart Factor Portfolio - STP,1
"1,26,894",Ambit Maximus Smart Factor Portfolio - STP,Ambit Wealth : Maximus Smart Factor Portfolio - STP,
"1,28,911",Ambit Maximus Smart Factor Portfolio - STP,Ambit Wealth : Maximus Smart Factor Portfolio - STP,
6077,Investment Approach 1,Ambit Wealth : X,1
6109,Approach_Name,Ambit Wealth : X,
"1,17,365",0,Amicus India : X,1
"1,26,866",0,Amicus India : X,
"1,28,895",0,Amicus India : X,
5428,Decennium Opportunity Portfolio,Anand Rathi : Decennium Opportunity Portfolio,1
5481,Decennium Opportunity Port -NRI,Anand Rathi : Decennium Opportunity Portfolio - NRI,1
7172,Flexicap Strategy,Anand Rathi : Flexicap Strategy,1
4035,Impress Portfolio,Anand Rathi : Impress Portfolio,1
4036,Impress Portfolio - NRI,Anand Rathi : Impress Portfolio - NRI,1
4037,MNC Portfolio,Anand Rathi : MNC Portfolio,1
4038,MNC Portfolio - NRI,Anand Rathi : MNC Portfolio - NRI,1
4039,Portfolio Plus,Anand Rathi : Portfolio Plus,1
6499,The Alpha I Strategy,Anand Rathi : The Alpha I Strategy,1
5043,Investment Approach 1,Angel One : Investment Approach 1,1
"1,17,374",IONIC LIQUID APPROACH STP,Angel One : Ionic Liquid Approach STP,1
"1,26,862",IONIC LIQUID APPROACH STP,Angel One : Ionic Liquid Approach STP,
"1,28,879",IONIC LIQUID APPROACH STP,Angel One : Ionic Liquid Approach STP,
"1,17,376",IONIC PIPE STRATEGY,Angel One : Ionic Pipe Strategy,1
"1,26,864",IONIC PIPE STRATEGY,Angel One : Ionic Pipe Strategy,
"1,28,883",IONIC PIPE STRATEGY,Angel One : Ionic Pipe Strategy,
"1,17,375",IONIC YIELD ENHANCER STRATEGY,Angel One : Ionic Yield Enhancer Strategy,1
"1,26,863",IONIC YIELD ENHANCER STRATEGY,Angel One : Ionic Yield Enhancer Strategy,
"1,28,881",IONIC YIELD ENHANCER STRATEGY,Angel One : Ionic Yield Enhancer Strategy,
7365,0,Angel One : X,1
"1,17,419",0,Anicut Capital : X,1
"1,26,880",0,Anicut Capital : X,
"1,28,913",0,Anicut Capital : X,
"1,17,440",0,Antler Innovation : X,1
"1,26,916",0,Antler Innovation : X,pending
"1,28,943",0,Antler Innovation : X,pending
6504,Alpha 25,Anvil Wealth : Alpha 25,1
6080,Anvil India Opportunity,Anvil Wealth : Anvil India Opportunity,1
6166,Anvil Long Holding Strategy,Anvil Wealth : Anvil Long Holding Strategy,1
6505,Compounders,Anvil Wealth : Compounders,1
6243,Anvil India Opportunities Fund,Anvil Wealth : India Opportunity Fund,1
6299,Anvil India Opportunity Fund,Anvil Wealth : India Opportunity Fund,
6203,Anvil Long Holding StrategyInvestment Approach 1,Anvil Wealth : Investment Approach 1,1
6202,Anvil India Opportunity FundInvestment Approach Name 2,Anvil Wealth : Investment Approach Name 2,1
